Acupoint_IRI,Acupoint_Curie,Acupoint,Acupoint_Category,Synonym,Pinyin_Name,Chinese_Name,Meridian,Special_Point_Role,Location,Locational_Anatomy,Acupuncture_Method,Indications,Innervation,Nearby_Nerve,Vasculature,Nearby_Artery,Nearby_Vein,Reference
http://purl.org/tara/ontology/TARA_3369897,TARA:3369897,TE 1,Meridian Acupuncture Point,"SJ 1, San Jiao 1, TB 1, TH 1, TW 1, Triple Burner 1, Triple Energizer 1, Triple Heater 1, Triple Warmer 1",Guanchong,"關(关,関)衝(冲)",Triple Energizer Meridian,Jing-Well Point,"On the ring finger, ulnar to the distal phalanx, 0.1 f-cun proximal to the ulnar corner of the fingernail, at the intersection of the vertical line of the ulnar side of the nail and the horizontal line of the base of the fingernail.","manual digit 4 (nail of manual digit 4, distal phalanx)","Puncture superficially 0.1 inch, or prick with a three-edged needle to cause bleeding. Moxibustion is applicable.","headache, febrile disease, redness of the eye, sore throat, irritability, stiffness of the tongue",The palmar digital proprial nerve derived from the ulnar nerve.,,The arterial and venous network formed by the palmar digital proprial artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 158. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7517723,TARA:7517723,TE 10,Meridian Acupuncture Point,"SJ 10, San Jiao 10, TB 10, TH 10, TW 10, Triple Burner 10, Triple Energizer 10, Triple Heater 10, Triple Warmer 10",Tianjing,天井,Triple Energizer Meridian,He-Sea Point,"On the posterior aspect of the elbow, in the depression 1 B-cun proximal to the prominence of the olecranon.
 - Note: When the elbow is flexed, TE 10 is located in the olecranon fossa.","elbow (olecranon fossa, olecranon)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"epilepsy, scrofula, pain in the arm, pain in the shoulder, migraine, goiter, pain in the neck",The posterior brachial cutaneous nerve and the muscular branch of the radial nerve.,,The arterial and venous network of the elbow.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 162. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6299396,TARA:6299396,TE 11,Meridian Acupuncture Point,"SJ 11, San Jiao 11, TB 11, TH 11, TW 11, Triple Burner 11, Triple Energizer 11, Triple Heater 11, Triple Warmer 11",Qinglengyuan,淸(清)冷(令)淵(渊),Triple Energizer Meridian,,"On the posterior aspect of the arm, on the line connecting the prominence of olecranon with the acromial angle, 2 B-cun proximal to the prominence of the olecranon.
 - Note: With the elbow extended, 2 B-cun superior to the prominence of the olecranon.","arm (elbow, olecranon)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,,The posterior brachial cutaneous nerve and the muscular branch of the radial nerve.,,The terminal branches of the median collateral artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 163. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8257616,TARA:8257616,TE 12,Meridian Acupuncture Point,"SJ 12, San Jiao 12, TB 12, TH 12, TW 12, Triple Burner 12, Triple Energizer 12, Triple Heater 12, Triple Warmer 12",Xiaoluo,消濼(泺),Triple Energizer Meridian,,"On the posterior aspect of the arm, on the line connecting the prominence of the olecranon with the acromial angle, 5 B-cun proximal to the prominence of the olecranon.",arm (olecranon),Puncture perpendicularly 0.5-0.7 inch. Moxibustion is applicable.,"headache, pain in the arm, neck rigidity, motor impairment of the arm",The posterior brachial cutaneous nerve and the muscular branch of the radial nerve.,,The median collateral artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 163. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_3682571,TARA:3682571,TE 13,Meridian Acupuncture Point,"SJ 13, San Jiao 13, TB 13, TH 13, TW 13, Triple Burner 13, Triple Energizer 13, Triple Heater 13, Triple Warmer 13",Naohui,臑會(会),Triple Energizer Meridian,,"On the posterior aspect of the arm, posteroinferior to the border of the deltoid muscle, 3 B-cun inferior to the acromial angle.",arm (deltoid),Puncture perpendicularly 0.5-0.8 inch. Moxibustion is applicable.,"pain in the arm, pain in the shoulder, goiter","The posterior brachial cutaneous nerve, the muscular branch of the radial nerve; deeper, the radial nerve.",,The median collateral artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 164. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_5894876,TARA:5894876,TE 14,Meridian Acupuncture Point,"SJ 14, San Jiao 14, TB 14, TH 14, TW 14, Triple Burner 14, Triple Energizer 14, Triple Heater 14, Triple Warmer 14",Jianliao,肩髎(髎),Triple Energizer Meridian,,"On the shoulder girdle, in the depression between the acromial angle and the greater tubercle of the humerus.
 - Note: When the elbow is flexed and the arm is abducted, two depressions appear respectively anterior and posterior to the acromion. LI 15 is located in the anterior one, deeper than the posterior one, in which TE 14 is located.","pectoral girdle region (ventral tubercle of humerus, acromion)",Puncture perpendicularly 0.7-1.0 inch. Moxibustion is applicable.,"pain in the shoulder, motor impairment of the shoulder, motor impairment of the upper arm, pain in the upper arm",The muscular branch of the axillary nerve.,,The muscular branch of the posterior circumflex humeral artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 164. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_5828993,TARA:5828993,TE 15,Meridian Acupuncture Point,"SJ 15, San Jiao 15, TB 15, TH 15, TW 15, Triple Burner 15, Triple Energizer 15, Triple Heater 15, Triple Warmer 15",Tianliao,天髎(髎),Triple Energizer Meridian,,"In the scapular region, in the depression superior to the superior angle of the scapula.
 - Note: With the upper limb hanging by the side of trunk in a seated position, TE 15 is located midway between GB 21 and SI 13.",scapular region (scapula),Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"pain in the shoulder, pain in the elbow, stiffness of the neck",The accessory nerve and the branch of the suprascapular nerve.,,"The descending branch of the transverse cervical artery; deeper, the muscular branch of the suprascapular artery.",,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 165. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_9834019,TARA:9834019,TE 16,Meridian Acupuncture Point,"SJ 16, San Jiao 16, TB 16, TH 16, TW 16, Triple Burner 16, Triple Energizer 16, Triple Heater 16, Triple Warmer 16",Tianyou,天牖,Triple Energizer Meridian,,"In the anterior region of the neck, at the same level as the angle of the mandible, in the depression posterior to the sternocleidomastoid muscle.","neck (mandible, sternocleidomastoid)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"headache, sudden deafness, neck rigidity, blurred vision, facial swelling",The lesser occipital nerve.,,The posterior auricular artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 165. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6615149,TARA:6615149,TE 17,Meridian Acupuncture Point,"SJ 17, San Jiao 17, TB 17, TH 17, TW 17, Triple Burner 17, Triple Energizer 17, Triple Heater 17, Triple Warmer 17",Yifeng,翳風(风),Triple Energizer Meridian,,"In the anterior region of the neck, posterior to the ear lobe, in the depression anterior to the inferior end of the mastoid process.","neck (lobule of pinna, mastoid process of temporal bone)",Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"scrofula, deafness, tinnitus, facial paralysis, swelling of the cheek, toothache, trismus, otorrhea","The great auricular nerve; deeper, the site where the facial nerve perforates out of the stylomastoid foramen.",,"The posterior auricular artery and vein, the external jugular vein.",,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 166. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_0228386,TARA:0228386,TE 18,Meridian Acupuncture Point,"SJ 18, San Jiao 18, TB 18, TH 18, TW 18, Triple Burner 18, Triple Energizer 18, Triple Heater 18, Triple Warmer 18","Chimai, Qimai",瘈脈(脉),Triple Energizer Meridian,,"On the head, at the centre of the mastoid process, at the junction of the upper two thirds and lower one third of the curved line from TE 17 to TE 20.",head (mastoid process of temporal bone),Puncture subcutaneously 0.3-0.5 inch or prick with a three-edged needle to cause bleeding. Moxibustion is applicable.,"infantile convulsion, headache, deafness, tinnitus",The posterior auricular branch of the great auricular nerve.,,The posterior auricular artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 166. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8876235,TARA:8876235,TE 19,Meridian Acupuncture Point,"SJ 19, San Jiao 19, TB 19, TH 19, TW 19, Triple Burner 19, Triple Energizer 19, Triple Heater 19, Triple Warmer 19",Luxi,顱(颅)息,Triple Energizer Meridian,,"On the head, at the junction of the upper one third and lower two thirds of the curved line from TE 17 to TE 20.",head,Puncture obliquely 0.3-0.5 inch. Moxibustion is applicable.,"infantile convulsion, headache, deafness, pain in the ear, tinnitus",The anastomotic branch of the great auricular nerve and the lesser occipital nerve.,,The posterior auricular artery and vein.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 167. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7896553,TARA:7896553,TE 2,Meridian Acupuncture Point,"SJ 2, San Jiao 2, TB 2, TH 2, TW 2, Triple Burner 2, Triple Energizer 2, Triple Heater 2, Triple Warmer 2",Yemen,液門(门),Triple Energizer Meridian,Ying-Spring Point,"On the dorsum of the hand, in the depression superior to the web margin between the ring and little fingers, at the border between the red and white flesh.","dorsum of the hand (manual digit 4, manual digit 5)",Puncture obliquely 0.3-0.5 inch towards the interspace of the metacarpal bones. Moxibustion is applicable.,"headache, redness of the eye, sudden deafness, sore throat, pain in the arm, malaria",The dorsal branch of the ulnar nerve.,,The dorsal digital artery of the ulnar artery.,,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 9, Acupuncture Points of the Jueyin and Shaoyang Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 158. https://iris.who.int/handle/10665/353407"
