Acupoint_IRI,Acupoint_Curie,Acupoint,Acupoint_Category,Synonym,Pinyin_Name,Chinese_Name,Meridian,Special_Point_Role,Location,Locational_Anatomy,Acupuncture_Method,Indications,Innervation,Nearby_Nerve,Vasculature,Nearby_Artery,Nearby_Vein,Reference
http://purl.org/tara/ontology/TARA_9294655,TARA:9294655,ST 31,Meridian Acupuncture Point,"S 31, Stomach 31",Biguan,"髀(髀)關(关,関)",Stomach Meridian,,"On the anterior aspect of the thigh, in the depression among three muscles: the proximal portion of the rectus femoris muscle, the sartorius muscle and the tensor fasciae latae muscle.
 - Note 1: With the hip and the knee in slight flexion, and the thigh slightly abducted when resistance is placed against the anteromedial aspect of the thigh, a triangular depression appears. the proximal portion of the rectus femoris muscle is found in the depression between the sartorius muscle medially and the tensor fascia latae muscle laterally. ST 31 is located at the deepest point in the depression inferior to the apex of this triangle.
 - Note 2: ST 31 is located at the intersection of the line connecting the lateral end of the base of the patella with the anterior superior iliac spine, and the horizontal line of the inferior border of the pubic symphysis.","hindlimb stylopod (tensor fasciae latae muscle, pubic symphysis, sartorius muscle, patella, anterior superior iliac spine, rectus femoris muscle)",Puncture perpendicularly 1.0-1.5 inches. Moxibustion is applicable.,"muscular atrophy of the lower extremities, numbness of the lower extremities, motor impairment of the lower extremities, pain in the lower extremities, pain in the thigh",The lateral femoral cutaneous nerve.,Lateral cutaneous nerve of thigh,,Lateral circumflex femoral artery,Lateral circumflex femoral vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 61. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8826565,TARA:8826565,ST 32,Meridian Acupuncture Point,"S 32, Stomach 32",Futu,伏兎(兔),Stomach Meridian,,"On the anterolateral aspect of the thigh, on the line connecting the lateral end of the base of the patella with the anterior superior iliac spine, 6 B-cun superior to the base of the patella.","hindlimb stylopod (patella, anterior superior iliac spine)",Puncture perpendicularly 1.0-1.5 inches. Moxibustion is applicable.,"paralysis in the lower extremities, motor impairment of the lower extremities, pain in the lower extremities, coldness of the knee, beriberi, pain in the lumbar region, pain in the iliac region",The anterior and lateral femoral cutaneous nerves.,"Anterior cutaneous branch of femoral nerve, Lateral cutaneous nerve of thigh",The branches of the lateral circumflex femoral artery and vein.,Lateral circumflex femoral artery,Lateral circumflex femoral vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 62. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7756426,TARA:7756426,ST 33,Meridian Acupuncture Point,"S 33, Stomach 33",Yinshi,陰(阴)市,Stomach Meridian,,"On the anterolateral aspect of the thigh, lateral to the rectus femoris tendon, 3 B-cun superior to the base of the patella.
 - Note: ST 33 is at the midpoint of the line connecting ST 32 with the lateral end of the base of the patella.","hindlimb stylopod (patella, tendon of quadriceps femoris)",Puncture perpendicularly 0.7-1.0 inch. Moxibustion is applicable.,"motor impairment of the lower extremities, soreness of the knee, motor impairment of the knee, motor impairment of the leg, numbness of the knee, numbness of the leg, soreness of the leg",The anterior and lateral femoral cutaneous nerves.,"Anterior cutaneous branch of femoral nerve, Lateral cutaneous nerve of thigh",The descending branch of the lateral circumflex femoral artery.,Lateral circumflex femoral artery,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 62. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8773594,TARA:8773594,ST 34,Meridian Acupuncture Point,"S 34, Stomach 34",Liangqiu,梁丘,Stomach Meridian,Xi-Cleft Point,"On the anterolateral aspect of the thigh, between the vastus lateralis muscle and the lateral border of the rectus femoris tendon, 2 B-cun superior to the base of the patella.
 - Note: Putting the thigh muscle under tension, the rectus femoris tendon and the vastus lateralis muscle are more distinct. ST 34 is located between the muscle and the tendon, 1 B-cun directly inferior to ST 33.","hindlimb stylopod (vastus lateralis, patella, tendon of quadriceps femoris)",Puncture perpendicularly 05-1.0 inch. Moxibustion is applicable.,"gastric pain, mastitis, motor impairment of the lower extremities, pain in the knee, numbness of the knee",The anterior and lateral femoral cutaneous nerves.,"Anterior cutaneous branch of femoral nerve, Lateral cutaneous nerve of thigh",,Lateral circumflex femoral artery,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 63. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_2454652,TARA:2454652,ST 35,Meridian Acupuncture Point,"S 35, Stomach 35",Dubi,犢(犊)鼻,Stomach Meridian,,"On the anterior aspect of the knee, in the depression lateral to the patellar ligament.
 - Note: When the knee is flexed, ST 35 is located in the depression lateral and inferior to the patella.","knee (patellar ligament, patella)",Puncture perpendicularly 0.7-1.0 inch. Moxibustion is applicable.,"pain in the knee, motor impairment of the knee, numbness of the knee, beriberi",The lateral sural cutaneous nerve and the articular branch of the common peroneal nerve.,"common fibular nerve, Lateral sural cutaneous nerve",The arterial and venous network around the knee joint.,popliteal artery,popliteal vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 63. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6463344,TARA:6463344,ST 36,Meridian Acupuncture Point,"S 36, Stomach 36",Zusanli,足三里,Stomach Meridian,"Lower He-Sea Point of the Stomach, He-Sea Point","On the anterior aspect of the leg, on the line connecting ST 35 with ST 41, 3 B-cun inferior to ST 35.
 - Note: ST 36 is located on the tibialis anterior muscle.",hindlimb zeugopod (tibialis anterior),Puncture perpendicularly 0.5-1.2 inches. Moxibustion is applicable.,"gastric pain, apoplexy, constipation, insomnia, hiccup, vomiting, indigestion, abdominal distension, mastitis, asthma, cough, dizziness, mania, borborygmus, dysentery, diarrhea, edema, hemiplegia, beriberi, aching of the leg, enteritis, aching of the knee joint, emaciation due to general deficiency","Superficially, the lateral sural cutaneous nerve and the cutaneous branch of the saphenous nerve; deeper, the deep peroneal nerve.","saphenous nerve, deep fibular nerve, Lateral sural cutaneous nerve",The anterior tibial artery and vein.,anterior tibial artery,anterior tibial vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 64. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_5918799,TARA:5918799,ST 37,Meridian Acupuncture Point,"S 37, Stomach 37, The Lower He-Sea Point of the Large Intestine",Shangjuxu,上巨虛(虚),Stomach Meridian,Lower He-Sea Point of the Large Intestine,"On the anterior aspect of the leg, on the line connecting ST 35 with ST 41, 6 B-cun inferior to ST 35.
 - Note: ST 37 is located on the tibialis anterior muscle.",hindlimb zeugopod (tibialis anterior),Puncture perpendicularly 0.5-1.2 inches. Moxibustion is applicable.,"constipation, abdominal distension, abdominal pain, borborygmus, dysentery, diarrhea, beriberi, enteritis, paralysis due to stroke","Superficially, the lateral sural cutaneous nerve and the cutaneous branch of the saphenous nerve; deeper, the deep peroneal nerve.","saphenous nerve, deep fibular nerve, Lateral sural cutaneous nerve",,anterior tibial artery,anterior tibial vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 64. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_3182190,TARA:3182190,ST 38,Meridian Acupuncture Point,"S 38, Stomach 38",Tiaokou,條(条)口,Stomach Meridian,,"On the anterior aspect of the leg, on the line connecting ST 35 with ST 41, 8 B-cun inferior to ST 35.
 - Note: ST 38 is located on the tibialis anterior muscle, at the same level as ST 40.",hindlimb zeugopod (tibialis anterior),Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"pain in the shoulder, abdominal pain, pain in the leg, pain in the knee, soreness of the knee, numbness of the knee, numbness of the leg, soreness of the leg, weakness of the foot, motor impairment of the foot, motor impairment of the shoulder","Superficially, the lateral sural cutaneous nerve and the cutaneous branch of the saphenous nerve; deeper, the deep peroneal nerve.","saphenous nerve, deep fibular nerve, Lateral sural cutaneous nerve",,anterior tibial artery,anterior tibial vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 65. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6728804,TARA:6728804,ST 39,Meridian Acupuncture Point,"S 39, Stomach 39, The Lower He-Sea Point of the Small Intestine",Xiajuxu,下巨虛(虚),Stomach Meridian,Lower He-Sea Point of the Small Intestine,"On the anterior aspect of the leg, on the line connecting ST 35 with ST 41, 9 B-cun inferior to ST 35.
 - Note: ST 39 is located on the tibialis anterior muscle, at the same level as GB 35 and GB 36.",hindlimb zeugopod (tibialis anterior),Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"numbness of the lower extremities, paralysis in the lower extremities, mastitis, lower abdominal pain, backache referring to the testis",The branches of the superficial peroneal nerve and the deep peroneal nerve.,"superficial fibular nerve, deep fibular nerve",The anterior tibial artery and anterior tibial vein.,anterior tibial artery,anterior tibial vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 65. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_1429314,TARA:1429314,ST 4,Meridian Acupuncture Point,"S 4, Stomach 4",Dicang,地倉(仓),Stomach Meridian,,"On the face, 0.4 f-cun lateral to the angle of the mouth.
 - Note: Lateral to the angle of the mouth, the point is located in the nasolabial sulcus or on the continuation of the nasolabial sulcus.","face (mouth, nasolabial sulcus)",,"deviation of the mouth, eyelid twitching, hypersalivation","Superficially, the branches of the facial and infraorbital nerves; deeper, the terminal branch of the buccal nerve.","facial nerve, buccal nerve, infra-orbital nerve",The facial artery and vein.,facial artery,facial vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 47. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_9531666,TARA:9531666,ST 40,Meridian Acupuncture Point,"S 40, Stomach 40",Fenglong,"豐(丰,豊)隆(隆)",Stomach Meridian,Luo-Connecting Point,"On the anterolateral aspect of the leg, lateral border of the tibialis anterior muscle, 8 B-cun superior to the prominence of the lateral malleolus.
 - Note: ST 40 is one fingerbreadth (middle finger) lateral to ST 38.","hindlimb zeugopod (lateral malleolus of fibula, tibialis anterior)",Puncture perpendicularly 0.5-1.0 inch. Moxibustion is applicable.,"epilepsy, muscular atrophy of the lower extremities, constipation, headache, paralysis in the lower extremities, asthma, cough, pain in the chest, dizziness, mania, vertigo, motor impairment of the lower extremities, pain in the lower extremities, excessive sputum, swelling of the lower extremities",The superficial peroneal nerve.,superficial fibular nerve,The branches of the anterior tibial artery and vein.,anterior tibial artery,anterior tibial vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 66. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6019290,TARA:6019290,ST 41,Meridian Acupuncture Point,"S 41, Stomach 41",Jiexi,解谿(溪),Stomach Meridian,Jing-River Point,"On the anterior aspect of the ankle, in the depression at the centre of the front surface of the ankle joint, between the tendons of extensor hallucis longus and extensor digitorum longus.
 - Note: ST 41 is located between two tendons on the dorsum of the foot which are more distinct when the ankle is in dorsiflexion, and is at the midpoint of the line connecting the prominences of the lateral malleolus and the medial malleolus.","tarsal region (tibiotalar joint, lateral malleolus of fibula, tendon of extensor hallucis longus, tendon of extensor digitorum longus)",Puncture perpendicularly 0.5-0.7 inch. Moxibustion is applicable.,"epilepsy, muscular atrophy of the lower extremities, constipation, headache, paralysis in the lower extremities, abdominal distension, dizziness, vertigo, motor impairment of the lower extremities, pain in the lower extremities, pain of the ankle joint",The superficial and deep peroneal nerves.,"superficial fibular nerve, deep fibular nerve",The anterior tibial artery and vein.,anterior tibial artery,anterior tibial vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 66. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7178938,TARA:7178938,ST 42,Meridian Acupuncture Point,"S 42, Stomach 42",Chongyang,衝(冲)陽(阳),Stomach Meridian,Yuan-Primary Point,"On the dorsum of the foot, at the joint of the base of the second metatarsal bone and the intermediate cuneiform bone, over the dorsalis pedis artery.","pes (distal tarsal bone 2, dorsalis pedis artery, metatarsal bone of digit 2)",Avoid puncturing the artery.,"facial paralysis, redness of the dorsum of the foot, swelling of the dorsum of the foot, motor impairment of the foot, muscular atrophy of the foot, pain of the upper teeth","Superficially, the medial dorsal cutaneous nerve of foot derived from the superficial peroneal nerve; deeper, the deep peroneal nerve.","Medial dorsal cutaneous nerve of foot, deep fibular nerve","The dorsal artery and vein of foot, the dorsal venous network of foot.",dorsalis pedis artery,dorsal venous arch,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 67. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7661549,TARA:7661549,ST 43,Meridian Acupuncture Point,"S 43, Stomach 43",Xiangu,陷(陥)谷,Stomach Meridian,Shu-Stream Point,"On the dorsum of the foot, between the second and third metatarsal bones, in the depression proximal to the second metatarsophalangeal joint.","pes (metatarsal bone of digit 3, metatarsophalangeal joint of pedal digit 2, metatarsal bone of digit 2)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"abdominal pain, borborygmus, swelling of the dorsum of the foot, facial edema, general edema, pain in the dorsum of the foot",The medial dorsal cu‚Ä¢ taneous nerve of foot.,Medial dorsal cutaneous nerve of foot,The dorsal venous network of foot.,,dorsal venous arch,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 67. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_8440155,TARA:8440155,ST 44,Meridian Acupuncture Point,"S 44, Stomach 44",Neiting,内庭,Stomach Meridian,Ying-Spring Point,"On the dorsum of the foot, between the second and third toes, posterior to the web margin, at the border between the red and white flesh.","pes (pedal digit 2, pedal digit 3)",Puncture perpendicularly 0.3-0.5 inch. Moxibustion is applicable.,"gastric pain, deviation of the mouth, pain in the face, constipation, febrile disease, abdominal distension, acid regurgitation, sore throat, dysentery, diarrhea, toothache, epistaxis, swelling of the dorsum of the foot, pain in the dorsum of the foot",Just where the lateral branch of the medial dorsal cutaneous nerve divides into dorsal digital nerves.,superficial fibular nerve,The dorsal venous network of foot.,,dorsal venous arch,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 68. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_2260472,TARA:2260472,ST 45,Meridian Acupuncture Point,"S 45, Stomach 45",Lidui,厲(厉)兌(兑),Stomach Meridian,Jing-Well Point,"On the second toe, lateral to the distal phalanx, 0.1 f-cun proximal-lateral to the lateral corner of the second toenail, at the intersection of the vertical line of the lateral border and the horizontal line of the base of the second toenail.","pedal digit 2 (nail of pedal digit 2, distal phalanx)",Puncture subcutaneously 0.1 inch. Moxibustion is applicable.,"deviation of the mouth, febrile disease, abdominal distension, sore throat, mania, toothache, epistaxis, facial swelling, coldness in the foot, coldness in the leg, dream-disturbed sleep, hoarse voice",The dorsal digital nerve derived from the superficial peroneal nerve.,superficial fibular nerve,The arterial and venous network formed by the dorsal digital artery and vein of foot.,dorsal digital artery of pes,Dorsal digital vein of foot,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 68. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_0095074,TARA:0095074,ST 5,Meridian Acupuncture Point,"S 5, Stomach 5",Daying,大迎(迎),Stomach Meridian,,"On the face, anterior to the angle of the mandible, in the depression anterior to the masseter attachment, over the facial artery.","face (mandible, facial artery, masseter muscle)",Avoid puncturing the artery. Puncture obliquely 0.3-0.5 inch. Moxibustion is applicable.,"facial pain, facial paralysis, swelling of the cheek, toothache, trismus",The facial and buccal nerves.,"facial nerve, buccal nerve","Anteriorly, the facial artery and vein.",facial artery,facial vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 48. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_7834226,TARA:7834226,ST 6,Meridian Acupuncture Point,"S 6, Stomach 6",Jiache,頰(颊)車(车),Stomach Meridian,,"On the face, one fingerbreadth (middle finger) anterosuperior to the angle of the mandible.
 - Note: On the bisector of the angle of the mandible. When the mouth is closed and the teeth are clenched, this point is located at the prominence of the masseter and in the depression felt when the clenched teeth are released.","face (mandible, masseter muscle)",,"swelling of the face, mumps, facial paralysis, swelling of the cheek, toothache, trismus","The great auricular nerve, facial nerve and masseteric nerve.","facial nerve, masseteric nerve, great auricular nerve",The masseteric artery.,masseteric artery,,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 48. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_2990862,TARA:2990862,ST 7,Meridian Acupuncture Point,"S 7, Stomach 7",Xiaguan,"下關(关,関)",Stomach Meridian,,"On the face, in the depression between the midpoint of the inferior border of the zygomatic arch and the mandibular notch.
 - Note: When the mouth is closed, ST 7 is located at the depression inferior to the zygomatic arch, directly inferior to GB 3.","face (mandibular notch, zygomatic arch)",Puncture perpendicularly 0.1- 0.5 cun. Moxibustion is applicable.,"deafness, tinnitus, facial paralysis, toothache, otorrhea, motor impairment of the jaw, pain of the face",The zygomatic branch of the facial nerve and the branches of the auriculotemporal nerve.,"Zygomatic branch of the facial nerve, Auriculotemporal nerve","Superficially, the transverse facial artery and vein; in the deepest layer, the maxillary artery and maxillary vein.","maxillary artery, transverse facial artery","maxillary vein, transverse facial vein","[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 49. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_9946635,TARA:9946635,ST 8,Meridian Acupuncture Point,"S 8, Stomach 8",Touwei,頭(头)維(维),Stomach Meridian,,"On the head, 0.5 B-cun directly superior to the anterior hairline at the corner of the forehead, 4.5 B-cun lateral to the anterior median line.","head (anterior median line, forehead, anterior hairline)",Puncture 0.5-1.0 inch subcutaneously.,"headache, blurred vision, ophthalmalgia, lacrimation",The branch of the auriculotemporal nerve and the temporal branch of the facial nerve.,Auriculotemporal nerve,The frontal branches of the superficial temporal artery and vein.,superficial temporal artery,superficial temporal vein,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 49. https://iris.who.int/handle/10665/353407"
http://purl.org/tara/ontology/TARA_6890771,TARA:6890771,ST 9,Meridian Acupuncture Point,"S 9, Stomach 9",Renying,人迎(迎),Stomach Meridian,,"In the anterior region of the neck, at the same level as the superior border of the thyroid cartilage, anterior to the sternocleidomastoid muscle, over the common carotid artery.
 - Note 1: The sternocleidomastoid muscle is more distinct when the head is turned to the opposite side against resistance.
 - Note 2: ST 9 is located at the same level as LI 18, SI 16 and the superior border of the thyroid cartilage. ST 9 is located anterior to the sternocleidomastoid muscle, and SI 16, posterior to the sternocleidomastoid muscle and LI 18, between the anterior and posterior borders of the sternocleidomastoid muscle.","neck (trunk of common carotid artery, sternocleidomastoid, thyroid cartilage)","Avoid puncturing the common carotid artery, puncture perpendicularly 0.3-0.5 inch.","sore throat, asthma, dizziness, goiter, flushing of the face","Superficially, the cutaneous cervical nerve, the cervical branch of the facial nerve; deeper, the sympathetic trunk; laterally, the descending branch of the hypoglossal nerve and the vagus nerve.","hypoglossal nerve, vagus nerve, Transverse cervical nerve, Cervical branch of the facial nerve",The superior thyroid artery on the bifurcation of the internal and the external carotid artery.,"external carotid artery, superior thyroid artery, internal carotid artery",,"[Acupuncture Method, Vasculature, Innervation, Indications] Chinese Acupuncture and Moxibustion. Edited by C. Xinnong, Rev. Ed., Foreign Languages Press, Beijing, China, 1999. Ch. 7, Acupuncture Points of the Taiyin and Yangming Meridians. ISBN 978-7-119-01758-7.
[Acupoint Location, Pinyin Label, Chinese Label] WHO Standard Acupuncture Point Locations in the Western Pacific Region. World Health Organization (WHO), WHO Regional Office for the Western Pacific, 2008. Page 50. https://iris.who.int/handle/10665/353407"
